Producing: JOB ID = 0, Burst Time = 29, Remaining Time = 29 (jobs produced = 1, jobs in buffer = 1)
Producing: JOB ID = 31, Burst Time = 60, Remaining Time = 60 (jobs produced = 32, jobs in buffer = 30)
Producing: JOB ID = 32, Burst Time = 84, Remaining Time = 84 (jobs produced = 33, jobs in buffer = 31)
Producing: JOB ID = 33, Burst Time = 44, Remaining Time = 44 (jobs produced = 34, jobs in buffer = 32)
Producing: JOB ID = 34, Burst Time = 5, Remaining Time = 5 (jobs produced = 35, jobs in buffer = 33)
Producing: JOB ID = 35, Burst Time = 1, Remaining Time = 1 (jobs produced = 36, jobs in buffer = 34)
Producing: JOB ID = 36, Burst Time = 10, Remaining Time = 10 (jobs produced = 37, jobs in buffer = 35)
Producing: JOB ID = 37, Burst Time = 12, Remaining Time = 12 (jobs produced = 38, jobs in buffer = 36)
Producing: JOB ID = 38, Burst Time = 57, Remaining Time = 57 (jobs produced = 39, jobs in buffer = 37)
Producing: JOB ID = 39, Burst Time = 7, Remaining Time = 7 (jobs produced = 40, jobs in buffer = 38)
Thread 3 removes: JOB ID = 2, Burst Time = 24, Start Time = 0 (jobs removed = 3, jobs in buffer = 37)
Producing: JOB ID = 40, Burst Time = 8, Remaining Time = 8 (jobs produced = 41, jobs in buffer = 38)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16 (jobs produced = 42, jobs in buffer = 39)
Producing: JOB ID = 42, Burst Time = 15, Remaining Time = 15 (jobs produced = 43, jobs in buffer = 40)
Producing: JOB ID = 43, Burst Time = 25, Remaining Time = 25 (jobs produced = 44, jobs in buffer = 41)
Producing: JOB ID = 44, Burst Time = 81, Remaining Time = 81 (jobs produced = 45, jobs in buffer = 42)
Producing: JOB ID = 45, Burst Time = 7, Remaining Time = 7 (jobs produced = 46, jobs in buffer = 43)
Producing: JOB ID = 46, Burst Time = 54, Remaining Time = 54 (jobs produced = 47, jobs in buffer = 44)
Producing: JOB ID = 47, Burst Time = 65, Remaining Time = 65 (jobs produced = 48, jobs in buffer = 45)
Producing: JOB ID = 48, Burst Time = 17, Remaining Time = 17 (jobs produced = 49, jobs in buffer = 46)
Producing: JOB ID = 49, Burst Time = 94, Remaining Time = 94 (jobs produced = 50, jobs in buffer = 47)
Producing: JOB ID = 50, Burst Time = 64, Remaining Time = 64 (jobs produced = 51, jobs in buffer = 48)
Producing: JOB ID = 51, Burst Time = 75, Remaining Time = 75 (jobs produced = 52, jobs in buffer = 49)
Producing: JOB ID = 52, Burst Time = 72, Remaining Time = 72 (jobs produced = 53, jobs in buffer = 50)
Producing: JOB ID = 53, Burst Time = 60, Remaining Time = 60 (jobs produced = 54, jobs in buffer = 51)
Producing: JOB ID = 54, Burst Time = 52, Remaining Time = 52 (jobs produced = 55, jobs in buffer = 52)
Producing: JOB ID = 55, Burst Time = 17, Remaining Time = 17 (jobs produced = 56, jobs in buffer = 53)
Producing: JOB ID = 56, Burst Time = 44, Remaining Time = 44 (jobs produced = 57, jobs in buffer = 54)
Producing: JOB ID = 57, Burst Time = 9, Remaining Time = 9 (jobs produced = 58, jobs in buffer = 55)
Producing: JOB ID = 58, Burst Time = 7, Remaining Time = 7 (jobs produced = 59, jobs in buffer = 56)
Producing: JOB ID = 59, Burst Time = 20, Remaining Time = 20 (jobs produced = 60, jobs in buffer = 57)
Producing: JOB ID = 60, Burst Time = 5, Remaining Time = 5 (jobs produced = 61, jobs in buffer = 58)
Producing: JOB ID = 61, Burst Time = 82, Remaining Time = 82 (jobs produced = 62, jobs in buffer = 59)
Producing: JOB ID = 62, Burst Time = 88, Remaining Time = 88 (jobs produced = 63, jobs in buffer = 60)
Producing: JOB ID = 63, Burst Time = 94, Remaining Time = 94 (jobs produced = 64, jobs in buffer = 61)
Producing: JOB ID = 64, Burst Time = 55, Remaining Time = 55 (jobs produced = 65, jobs in buffer = 62)
Producing: JOB ID = 65, Burst Time = 22, Remaining Time = 22 (jobs produced = 66, jobs in buffer = 63)
Producing: JOB ID = 66, Burst Time = 78, Remaining Time = 78 (jobs produced = 67, jobs in buffer = 64)
Producing: JOB ID = 67, Burst Time = 88, Remaining Time = 88 (jobs produced = 68, jobs in buffer = 65)
Producing: JOB ID = 68, Burst Time = 77, Remaining Time = 77 (jobs produced = 69, jobs in buffer = 66)
Producing: JOB ID = 69, Burst Time = 78, Remaining Time = 78 (jobs produced = 70, jobs in buffer = 67)
Producing: JOB ID = 70, Burst Time = 11, Remaining Time = 11 (jobs produced = 71, jobs in buffer = 68)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84 (jobs produced = 72, jobs in buffer = 69)
Producing: JOB ID = 72, Burst Time = 22, Remaining Time = 22 (jobs produced = 73, jobs in buffer = 70)
Producing: JOB ID = 73, Burst Time = 10, Remaining Time = 10 (jobs produced = 74, jobs in buffer = 71)
Producing: JOB ID = 74, Burst Time = 26, Remaining Time = 26 (jobs produced = 75, jobs in buffer = 72)
Producing: JOB ID = 75, Burst Time = 14, Remaining Time = 14 (jobs produced = 76, jobs in buffer = 73)
Producing: JOB ID = 76, Burst Time = 52, Remaining Time = 52 (jobs produced = 77, jobs in buffer = 74)
Producing: JOB ID = 77, Burst Time = 87, Remaining Time = 87 (jobs produced = 78, jobs in buffer = 75)
Producing: JOB ID = 78, Burst Time = 39, Remaining Time = 39 (jobs produced = 79, jobs in buffer = 76)
Producing: JOB ID = 79, Burst Time = 41, Remaining Time = 41 (jobs produced = 80, jobs in buffer = 77)
Producing: JOB ID = 80, Burst Time = 66, Remaining Time = 66 (jobs produced = 81, jobs in buffer = 78)
Producing: JOB ID = 81, Burst Time = 9, Remaining Time = 9 (jobs produced = 82, jobs in buffer = 79)
Producing: JOB ID = 82, Burst Time = 56, Remaining Time = 56 (jobs produced = 83, jobs in buffer = 80)
Producing: JOB ID = 83, Burst Time = 92, Remaining Time = 92 (jobs produced = 84, jobs in buffer = 81)
Producing: JOB ID = 84, Burst Time = 45, Remaining Time = 45 (jobs produced = 85, jobs in buffer = 82)
Producing: JOB ID = 85, Burst Time = 61, Remaining Time = 61 (jobs produced = 86, jobs in buffer = 83)
Producing: JOB ID = 86, Burst Time = 60, Remaining Time = 60 (jobs produced = 87, jobs in buffer = 84)
Producing: JOB ID = 87, Burst Time = 7, Remaining Time = 7 (jobs produced = 88, jobs in buffer = 85)
Producing: JOB ID = 88, Burst Time = 36, Remaining Time = 36 (jobs produced = 89, jobs in buffer = 86)
Producing: JOB ID = 89, Burst Time = 10, Remaining Time = 10 (jobs produced = 90, jobs in buffer = 87)
Producing: JOB ID = 90, Burst Time = 41, Remaining Time = 41 (jobs produced = 91, jobs in buffer = 88)
Producing: JOB ID = 91, Burst Time = 90, Remaining Time = 90 (jobs produced = 92, jobs in buffer = 89)
Producing: JOB ID = 92, Burst Time = 15, Remaining Time = 15 (jobs produced = 93, jobs in buffer = 90)
Producing: JOB ID = 93, Burst Time = 31, Remaining Time = 31 (jobs produced = 94, jobs in buffer = 91)
Producing: JOB ID = 94, Burst Time = 54, Remaining Time = 54 (jobs produced = 95, jobs in buffer = 92)
Producing: JOB ID = 95, Burst Time = 45, Remaining Time = 45 (jobs produced = 96, jobs in buffer = 93)
Producing: JOB ID = 96, Burst Time = 31, Remaining Time = 31 (jobs produced = 97, jobs in buffer = 94)
Producing: JOB ID = 97, Burst Time = 60, Remaining Time = 60 (jobs produced = 98, jobs in buffer = 95)
Producing: JOB ID = 98, Burst Time = 49, Remaining Time = 49 (jobs produced = 99, jobs in buffer = 96)
Producing: JOB ID = 99, Burst Time = 16, Remaining Time = 16 (jobs produced = 100, jobs in buffer = 97)
Producing: JOB ID = 100, Burst Time = 21, Remaining Time = 21 (jobs produced = 101, jobs in buffer = 98)
Producing: JOB ID = 101, Burst Time = 44, Remaining Time = 44 (jobs produced = 102, jobs in buffer = 99)
Producing: JOB ID = 102, Burst Time = 18, Remaining Time = 18 (jobs produced = 103, jobs in buffer = 100)
Thread 2 removes: JOB ID = 3, Burst Time = 56, Start Time = 0 (jobs removed = 4, jobs in buffer = 99)
Producing: JOB ID = 103, Burst Time = 60, Remaining Time = 60 (jobs produced = 104, jobs in buffer = 100)
Thread 3 removes: JOB ID = 4, Burst Time = 70, Start Time = 24 (jobs removed = 5, jobs in buffer = 99)
Producing: JOB ID = 104, Burst Time = 62, Remaining Time = 62 (jobs produced = 105, jobs in buffer = 100)
Thread 1 removes: JOB ID = 5, Burst Time = 42, Start Time = 29 (jobs removed = 6, jobs in buffer = 99)
Producing: JOB ID = 105, Burst Time = 13, Remaining Time = 13 (jobs produced = 106, jobs in buffer = 100)
Thread 2 removes: JOB ID = 6, Burst Time = 6, Start Time = 56 (jobs removed = 7, jobs in buffer = 99)
Producing: JOB ID = 106, Burst Time = 88, Remaining Time = 88 (jobs produced = 107, jobs in buffer = 100)
Thread 2 removes: JOB ID = 7, Burst Time = 96, Start Time = 62 (jobs removed = 8, jobs in buffer = 99)
Producing: JOB ID = 107, Burst Time = 93, Remaining Time = 93 (jobs produced = 108, jobs in buffer = 100)
Thread 1 removes: JOB ID = 8, Burst Time = 43, Start Time = 71 (jobs removed = 9, jobs in buffer = 99)
Producing: JOB ID = 108, Burst Time = 75, Remaining Time = 75 (jobs produced = 109, jobs in buffer = 100)
Thread 4 removes: JOB ID = 9, Burst Time = 80, Start Time = 73 (jobs removed = 10, jobs in buffer = 99)
Producing: JOB ID = 109, Burst Time = 52, Remaining Time = 52 (jobs produced = 110, jobs in buffer = 100)
Thread 3 removes: JOB ID = 10, Burst Time = 99, Start Time = 94 (jobs removed = 11, jobs in buffer = 99)
Producing: JOB ID = 110, Burst Time = 90, Remaining Time = 90 (jobs produced = 111, jobs in buffer = 100)
Thread 1 removes: JOB ID = 11, Burst Time = 61, Start Time = 114 (jobs removed = 12, jobs in buffer = 99)
Producing: JOB ID = 111, Burst Time = 47, Remaining Time = 47 (jobs produced = 112, jobs in buffer = 100)
Thread 4 removes: JOB ID = 12, Burst Time = 27, Start Time = 153 (jobs removed = 13, jobs in buffer = 99)
Producing: JOB ID = 112, Burst Time = 47, Remaining Time = 47 (jobs produced = 113, jobs in buffer = 100)
Thread 2 removes: JOB ID = 13, Burst Time = 45, Start Time = 158 (jobs removed = 14, jobs in buffer = 99)
Producing: JOB ID = 113, Burst Time = 3, Remaining Time = 3 (jobs produced = 114, jobs in buffer = 100)
Thread 1 removes: JOB ID = 14, Burst Time = 92, Start Time = 175 (jobs removed = 15, jobs in buffer = 99)
Producing: JOB ID = 114, Burst Time = 57, Remaining Time = 57 (jobs produced = 115, jobs in buffer = 100)
Thread 4 removes: JOB ID = 15, Burst Time = 33, Start Time = 180 (jobs removed = 16, jobs in buffer = 99)
Producing: JOB ID = 115, Burst Time = 85, Remaining Time = 85 (jobs produced = 116, jobs in buffer = 100)
Thread 3 removes: JOB ID = 16, Burst Time = 55, Start Time = 193 (jobs removed = 17, jobs in buffer = 99)
Producing: JOB ID = 116, Burst Time = 88, Remaining Time = 88 (jobs produced = 117, jobs in buffer = 100)
Thread 2 removes: JOB ID = 17, Burst Time = 96, Start Time = 203 (jobs removed = 18, jobs in buffer = 99)
Producing: JOB ID = 117, Burst Time = 53, Remaining Time = 53 (jobs produced = 118, jobs in buffer = 100)
Thread 4 removes: JOB ID = 18, Burst Time = 74, Start Time = 213 (jobs removed = 19, jobs in buffer = 99)
Producing: JOB ID = 118, Burst Time = 73, Remaining Time = 73 (jobs produced = 119, jobs in buffer = 100)
Thread 3 removes: JOB ID = 19, Burst Time = 14, Start Time = 248 (jobs removed = 20, jobs in buffer = 99)
Producing: JOB ID = 119, Burst Time = 57, Remaining Time = 57 (jobs produced = 120, jobs in buffer = 100)
Thread 3 removes: JOB ID = 20, Burst Time = 52, Start Time = 262 (jobs removed = 21, jobs in buffer = 99)
Producing: JOB ID = 120, Burst Time = 81, Remaining Time = 81 (jobs produced = 121, jobs in buffer = 100)
Thread 1 removes: JOB ID = 21, Burst Time = 82, Start Time = 267 (jobs removed = 22, jobs in buffer = 99)
Producing: JOB ID = 121, Burst Time = 33, Remaining Time = 33 (jobs produced = 122, jobs in buffer = 100)
Thread 4 removes: JOB ID = 22, Burst Time = 78, Start Time = 287 (jobs removed = 23, jobs in buffer = 99)
Producing: JOB ID = 122, Burst Time = 68, Remaining Time = 68 (jobs produced = 123, jobs in buffer = 100)
Thread 2 removes: JOB ID = 23, Burst Time = 60, Start Time = 299 (jobs removed = 24, jobs in buffer = 99)
Producing: JOB ID = 123, Burst Time = 68, Remaining Time = 68 (jobs produced = 124, jobs in buffer = 100)
Thread 3 removes: JOB ID = 24, Burst Time = 30, Start Time = 314 (jobs removed = 25, jobs in buffer = 99)
Producing: JOB ID = 124, Burst Time = 45, Remaining Time = 45 (jobs produced = 125, jobs in buffer = 100)
Thread 3 removes: JOB ID = 25, Burst Time = 75, Start Time = 344 (jobs removed = 26, jobs in buffer = 99)
Producing: JOB ID = 125, Burst Time = 70, Remaining Time = 70 (jobs produced = 126, jobs in buffer = 100)
Thread 1 removes: JOB ID = 26, Burst Time = 47, Start Time = 349 (jobs removed = 27, jobs in buffer = 99)
Producing: JOB ID = 126, Burst Time = 14, Remaining Time = 14 (jobs produced = 127, jobs in buffer = 100)
Thread 2 removes: JOB ID = 27, Burst Time = 63, Start Time = 359 (jobs removed = 28, jobs in buffer = 99)
Producing: JOB ID = 127, Burst Time = 53, Remaining Time = 53 (jobs produced = 128, jobs in buffer = 100)
Thread 4 removes: JOB ID = 28, Burst Time = 51, Start Time = 365 (jobs removed = 29, jobs in buffer = 99)
Producing: JOB ID = 128, Burst Time = 22, Remaining Time = 22 (jobs produced = 129, jobs in buffer = 100)
Thread 1 removes: JOB ID = 29, Burst Time = 50, Start Time = 396 (jobs removed = 30, jobs in buffer = 99)
Producing: JOB ID = 129, Burst Time = 53, Remaining Time = 53 (jobs produced = 130, jobs in buffer = 100)
Thread 4 removes: JOB ID = 30, Burst Time = 16, Start Time = 416 (jobs removed = 31, jobs in buffer = 99)
Producing: JOB ID = 130, Burst Time = 70, Remaining Time = 70 (jobs produced = 131, jobs in buffer = 100)
Thread 3 removes: JOB ID = 31, Burst Time = 60, Start Time = 419 (jobs removed = 32, jobs in buffer = 99)
Producing: JOB ID = 131, Burst Time = 51, Remaining Time = 51 (jobs produced = 132, jobs in buffer = 100)
Thread 2 removes: JOB ID = 32, Burst Time = 84, Start Time = 422 (jobs removed = 33, jobs in buffer = 99)
Producing: JOB ID = 132, Burst Time = 61, Remaining Time = 61 (jobs produced = 133, jobs in buffer = 100)
Thread 4 removes: JOB ID = 33, Burst Time = 44, Start Time = 432 (jobs removed = 34, jobs in buffer = 99)
Producing: JOB ID = 133, Burst Time = 60, Remaining Time = 60 (jobs produced = 134, jobs in buffer = 100)
Thread 1 removes: JOB ID = 34, Burst Time = 5, Start Time = 446 (jobs removed = 35, jobs in buffer = 99)
Producing: JOB ID = 134, Burst Time = 16, Remaining Time = 16 (jobs produced = 135, jobs in buffer = 100)
Thread 1 removes: JOB ID = 35, Burst Time = 1, Start Time = 451 (jobs removed = 36, jobs in buffer = 99)
Producing: JOB ID = 135, Burst Time = 64, Remaining Time = 64 (jobs produced = 136, jobs in buffer = 100)
Thread 1 removes: JOB ID = 36, Burst Time = 10, Start Time = 452 (jobs removed = 37, jobs in buffer = 99)
Producing: JOB ID = 136, Burst Time = 81, Remaining Time = 81 (jobs produced = 137, jobs in buffer = 100)
Thread 1 removes: JOB ID = 37, Burst Time = 12, Start Time = 462 (jobs removed = 38, jobs in buffer = 99)
Producing: JOB ID = 137, Burst Time = 61, Remaining Time = 61 (jobs produced = 138, jobs in buffer = 100)
Thread 1 removes: JOB ID = 38, Burst Time = 57, Start Time = 474 (jobs removed = 39, jobs in buffer = 99)
Producing: JOB ID = 138, Burst Time = 21, Remaining Time = 21 (jobs produced = 139, jobs in buffer = 100)
Thread 4 removes: JOB ID = 39, Burst Time = 7, Start Time = 476 (jobs removed = 40, jobs in buffer = 99)
Producing: JOB ID = 139, Burst Time = 88, Remaining Time = 88 (jobs produced = 140, jobs in buffer = 100)
Thread 3 removes: JOB ID = 40, Burst Time = 8, Start Time = 479 (jobs removed = 41, jobs in buffer = 99)
Producing: JOB ID = 140, Burst Time = 46, Remaining Time = 46 (jobs produced = 141, jobs in buffer = 100)
Thread 4 removes: JOB ID = 41, Burst Time = 16, Start Time = 483 (jobs removed = 42, jobs in buffer = 99)
Producing: JOB ID = 141, Burst Time = 98, Remaining Time = 98 (jobs produced = 142, jobs in buffer = 100)
Thread 3 removes: JOB ID = 42, Burst Time = 15, Start Time = 487 (jobs removed = 43, jobs in buffer = 99)
Producing: JOB ID = 142, Burst Time = 71, Remaining Time = 71 (jobs produced = 143, jobs in buffer = 100)
Thread 4 removes: JOB ID = 43, Burst Time = 25, Start Time = 499 (jobs removed = 44, jobs in buffer = 99)
Producing: JOB ID = 143, Burst Time = 17, Remaining Time = 17 (jobs produced = 144, jobs in buffer = 100)
Thread 3 removes: JOB ID = 44, Burst Time = 81, Start Time = 502 (jobs removed = 45, jobs in buffer = 99)
Producing: JOB ID = 144, Burst Time = 3, Remaining Time = 3 (jobs produced = 145, jobs in buffer = 100)
Thread 2 removes: JOB ID = 45, Burst Time = 7, Start Time = 506 (jobs removed = 46, jobs in buffer = 99)
Producing: JOB ID = 145, Burst Time = 67, Remaining Time = 67 (jobs produced = 146, jobs in buffer = 100)
Thread 2 removes: JOB ID = 46, Burst Time = 54, Start Time = 513 (jobs removed = 47, jobs in buffer = 99)
Producing: JOB ID = 146, Burst Time = 2, Remaining Time = 2 (jobs produced = 147, jobs in buffer = 100)
Thread 4 removes: JOB ID = 47, Burst Time = 65, Start Time = 524 (jobs removed = 48, jobs in buffer = 99)
Producing: JOB ID = 147, Burst Time = 27, Remaining Time = 27 (jobs produced = 148, jobs in buffer = 100)
Thread 1 removes: JOB ID = 48, Burst Time = 17, Start Time = 531 (jobs removed = 49, jobs in buffer = 99)
Producing: JOB ID = 148, Burst Time = 21, Remaining Time = 21 (jobs produced = 149, jobs in buffer = 100)
Thread 1 removes: JOB ID = 49, Burst Time = 94, Start Time = 548 (jobs removed = 50, jobs in buffer = 99)
Producing: JOB ID = 149, Burst Time = 93, Remaining Time = 93 (jobs produced = 150, jobs in buffer = 100)
Thread 2 removes: JOB ID = 50, Burst Time = 64, Start Time = 567 (jobs removed = 51, jobs in buffer = 99)
Producing: JOB ID = 150, Burst Time = 98, Remaining Time = 98 (jobs produced = 151, jobs in buffer = 100)
Thread 3 removes: JOB ID = 51, Burst Time = 75, Start Time = 583 (jobs removed = 52, jobs in buffer = 99)
Producing: JOB ID = 151, Burst Time = 28, Remaining Time = 28 (jobs produced = 152, jobs in buffer = 100)
Thread 4 removes: JOB ID = 52, Burst Time = 72, Start Time = 589 (jobs removed = 53, jobs in buffer = 99)
Producing: JOB ID = 152, Burst Time = 52, Remaining Time = 52 (jobs produced = 153, jobs in buffer = 100)
Thread 2 removes: JOB ID = 53, Burst Time = 60, Start Time = 631 (jobs removed = 54, jobs in buffer = 99)
Producing: JOB ID = 153, Burst Time = 25, Remaining Time = 25 (jobs produced = 154, jobs in buffer = 100)
Thread 1 removes: JOB ID = 54, Burst Time = 52, Start Time = 642 (jobs removed = 55, jobs in buffer = 99)
Producing: JOB ID = 154, Burst Time = 14, Remaining Time = 14 (jobs produced = 155, jobs in buffer = 100)
Thread 3 removes: JOB ID = 55, Burst Time = 17, Start Time = 658 (jobs removed = 56, jobs in buffer = 99)
Producing: JOB ID = 155, Burst Time = 33, Remaining Time = 33 (jobs produced = 156, jobs in buffer = 100)
Thread 4 removes: JOB ID = 56, Burst Time = 44, Start Time = 661 (jobs removed = 57, jobs in buffer = 99)
Producing: JOB ID = 156, Burst Time = 68, Remaining Time = 68 (jobs produced = 157, jobs in buffer = 100)
Thread 3 removes: JOB ID = 57, Burst Time = 9, Start Time = 675 (jobs removed = 58, jobs in buffer = 99)
Producing: JOB ID = 157, Burst Time = 13, Remaining Time = 13 (jobs produced = 158, jobs in buffer = 100)
Thread 3 removes: JOB ID = 58, Burst Time = 7, Start Time = 684 (jobs removed = 59, jobs in buffer = 99)
Producing: JOB ID = 158, Burst Time = 78, Remaining Time = 78 (jobs produced = 159, jobs in buffer = 100)
Thread 2 removes: JOB ID = 59, Burst Time = 20, Start Time = 691 (jobs removed = 60, jobs in buffer = 99)
Thread 3 removes: JOB ID = 60, Burst Time = 5, Start Time = 691 (jobs removed = 61, jobs in buffer = 98)
Producing: JOB ID = 159, Burst Time = 31, Remaining Time = 31 (jobs produced = 160, jobs in buffer = 99)
Producing: JOB ID = 160, Burst Time = 94, Remaining Time = 94 (jobs produced = 161, jobs in buffer = 100)
Thread 1 removes: JOB ID = 61, Burst Time = 82, Start Time = 694 (jobs removed = 62, jobs in buffer = 99)
Producing: JOB ID = 161, Burst Time = 47, Remaining Time = 47 (jobs produced = 162, jobs in buffer = 100)
Thread 3 removes: JOB ID = 62, Burst Time = 88, Start Time = 696 (jobs removed = 63, jobs in buffer = 99)
Producing: JOB ID = 162, Burst Time = 14, Remaining Time = 14 (jobs produced = 163, jobs in buffer = 100)
Thread 4 removes: JOB ID = 63, Burst Time = 94, Start Time = 705 (jobs removed = 64, jobs in buffer = 99)
Producing: JOB ID = 163, Burst Time = 54, Remaining Time = 54 (jobs produced = 164, jobs in buffer = 100)
Thread 2 removes: JOB ID = 64, Burst Time = 55, Start Time = 711 (jobs removed = 65, jobs in buffer = 99)
Producing: JOB ID = 164, Burst Time = 55, Remaining Time = 55 (jobs produced = 165, jobs in buffer = 100)
Thread 2 removes: JOB ID = 65, Burst Time = 22, Start Time = 766 (jobs removed = 66, jobs in buffer = 99)
Producing: JOB ID = 165, Burst Time = 65, Remaining Time = 65 (jobs produced = 166, jobs in buffer = 100)
Thread 1 removes: JOB ID = 66, Burst Time = 78, Start Time = 776 (jobs removed = 67, jobs in buffer = 99)
Producing: JOB ID = 166, Burst Time = 3, Remaining Time = 3 (jobs produced = 167, jobs in buffer = 100)
Thread 3 removes: JOB ID = 67, Burst Time = 88, Start Time = 784 (jobs removed = 68, jobs in buffer = 99)
Producing: JOB ID = 167, Burst Time = 30, Remaining Time = 30 (jobs produced = 168, jobs in buffer = 100)
Thread 2 removes: JOB ID = 68, Burst Time = 77, Start Time = 788 (jobs removed = 69, jobs in buffer = 99)
Producing: JOB ID = 168, Burst Time = 75, Remaining Time = 75 (jobs produced = 169, jobs in buffer = 100)
Thread 4 removes: JOB ID = 69, Burst Time = 78, Start Time = 799 (jobs removed = 70, jobs in buffer = 99)
Producing: JOB ID = 169, Burst Time = 22, Remaining Time = 22 (jobs produced = 170, jobs in buffer = 100)
Thread 1 removes: JOB ID = 70, Burst Time = 11, Start Time = 854 (jobs removed = 71, jobs in buffer = 99)
Producing: JOB ID = 170, Burst Time = 64, Remaining Time = 64 (jobs produced = 171, jobs in buffer = 100)
Thread 1 removes: JOB ID = 71, Burst Time = 84, Start Time = 865 (jobs removed = 72, jobs in buffer = 99)
Producing: JOB ID = 171, Burst Time = 41, Remaining Time = 41 (jobs produced = 172, jobs in buffer = 100)
Thread 2 removes: JOB ID = 72, Burst Time = 22, Start Time = 865 (jobs removed = 73, jobs in buffer = 99)
Producing: JOB ID = 172, Burst Time = 81, Remaining Time = 81 (jobs produced = 173, jobs in buffer = 100)
Thread 3 removes: JOB ID = 73, Burst Time = 10, Start Time = 872 (jobs removed = 74, jobs in buffer = 99)
Producing: JOB ID = 173, Burst Time = 70, Remaining Time = 70 (jobs produced = 174, jobs in buffer = 100)
Thread 4 removes: JOB ID = 74, Burst Time = 26, Start Time = 877 (jobs removed = 75, jobs in buffer = 99)
Producing: JOB ID = 174, Burst Time = 80, Remaining Time = 80 (jobs produced = 175, jobs in buffer = 100)
Thread 3 removes: JOB ID = 75, Burst Time = 14, Start Time = 882 (jobs removed = 76, jobs in buffer = 99)
Producing: JOB ID = 175, Burst Time = 36, Remaining Time = 36 (jobs produced = 176, jobs in buffer = 100)
Thread 2 removes: JOB ID = 76, Burst Time = 52, Start Time = 887 (jobs removed = 77, jobs in buffer = 99)
