Producing: JOB ID = 0, Burst Time = 29, Remaining Time = 29, Priority = 6 (jobs produced = 1, jobs in buffer = 1)
Thread 4 consuming: JOB ID = 12, Start Time = 2, Remaining time = 2, Priority = 0 (jobs removed = 2, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 24, Start Time = 25, Remaining time = 5, Priority = 0 (jobs removed = 2, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 26, Start Time = 27, Remaining time = 22, Priority = 0 (jobs removed = 2, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 28, Start Time = 50, Remaining time = 26, Priority = 0 (jobs removed = 2, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 39, Start Time = 52, Remaining time = 0, Priority = 0 (jobs removed = 3, jobs in buffer = 99)
Producing: JOB ID = 102, Burst Time = 18, Remaining Time = 18, Priority = 8 (jobs produced = 103, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 45, Start Time = 56, Remaining time = 0, Priority = 0 (jobs removed = 4, jobs in buffer = 99)
Producing: JOB ID = 103, Burst Time = 60, Remaining Time = 60, Priority = 0 (jobs produced = 104, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 50, Start Time = 60, Remaining time = 39, Priority = 0 (jobs removed = 4, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 56, Start Time = 63, Remaining time = 19, Priority = 0 (jobs removed = 4, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 82, Start Time = 70, Remaining time = 31, Priority = 0 (jobs removed = 4, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 83, Start Time = 75, Remaining time = 67, Priority = 0 (jobs removed = 4, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 12, Start Time = 85, Remaining time = 0, Priority = 0 (jobs removed = 5, jobs in buffer = 99)
Producing: JOB ID = 104, Burst Time = 62, Remaining Time = 62, Priority = 8 (jobs produced = 105, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 24, Start Time = 87, Remaining time = 0, Priority = 0 (jobs removed = 6, jobs in buffer = 99)
Producing: JOB ID = 105, Burst Time = 13, Remaining Time = 13, Priority = 8 (jobs produced = 106, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 26, Start Time = 88, Remaining time = 0, Priority = 0 (jobs removed = 7, jobs in buffer = 99)
Producing: JOB ID = 106, Burst Time = 88, Remaining Time = 88, Priority = 7 (jobs produced = 107, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 28, Start Time = 92, Remaining time = 1, Priority = 0 (jobs removed = 7, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 103, Start Time = 95, Remaining time = 35, Priority = 0 (jobs removed = 7, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 50, Start Time = 100, Remaining time = 14, Priority = 0 (jobs removed = 7, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 56, Start Time = 110, Remaining time = 0, Priority = 0 (jobs removed = 8, jobs in buffer = 99)
Producing: JOB ID = 107, Burst Time = 93, Remaining Time = 93, Priority = 6 (jobs produced = 108, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 82, Start Time = 117, Remaining time = 6, Priority = 0 (jobs removed = 8, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 83, Start Time = 120, Remaining time = 42, Priority = 0 (jobs removed = 8, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 28, Start Time = 125, Remaining time = 0, Priority = 0 (jobs removed = 9, jobs in buffer = 99)
Producing: JOB ID = 108, Burst Time = 75, Remaining Time = 75, Priority = 3 (jobs produced = 109, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 103, Start Time = 126, Remaining time = 10, Priority = 0 (jobs removed = 9, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 50, Start Time = 129, Remaining time = 0, Priority = 0 (jobs removed = 10, jobs in buffer = 99)
Producing: JOB ID = 109, Burst Time = 52, Remaining Time = 52, Priority = 3 (jobs produced = 110, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 82, Start Time = 142, Remaining time = 0, Priority = 0 (jobs removed = 11, jobs in buffer = 99)
Producing: JOB ID = 110, Burst Time = 90, Remaining Time = 90, Priority = 9 (jobs produced = 111, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 83, Start Time = 143, Remaining time = 17, Priority = 0 (jobs removed = 11, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 103, Start Time = 145, Remaining time = 0, Priority = 0 (jobs removed = 12, jobs in buffer = 99)
Producing: JOB ID = 111, Burst Time = 47, Remaining Time = 47, Priority = 5 (jobs produced = 112, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 83, Start Time = 148, Remaining time = 0, Priority = 0 (jobs removed = 13, jobs in buffer = 99)
Producing: JOB ID = 112, Burst Time = 47, Remaining Time = 47, Priority = 0 (jobs produced = 113, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 112, Start Time = 151, Remaining time = 0, Priority = 0 (jobs removed = 14, jobs in buffer = 99)
Producing: JOB ID = 113, Burst Time = 3, Remaining Time = 3, Priority = 9 (jobs produced = 114, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 29, Start Time = 155, Remaining time = 25, Priority = 1 (jobs removed = 14, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 43, Start Time = 165, Remaining time = 0, Priority = 1 (jobs removed = 15, jobs in buffer = 99)
Producing: JOB ID = 114, Burst Time = 57, Remaining Time = 57, Priority = 6 (jobs produced = 115, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 52, Start Time = 168, Remaining time = 47, Priority = 1 (jobs removed = 15, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 57, Start Time = 180, Remaining time = 0, Priority = 1 (jobs removed = 16, jobs in buffer = 99)
Producing: JOB ID = 115, Burst Time = 85, Remaining Time = 85, Priority = 2 (jobs produced = 116, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 62, Start Time = 189, Remaining time = 63, Priority = 1 (jobs removed = 16, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 70, Start Time = 190, Remaining time = 0, Priority = 1 (jobs removed = 17, jobs in buffer = 99)
Producing: JOB ID = 116, Burst Time = 88, Remaining Time = 88, Priority = 4 (jobs produced = 117, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 78, Start Time = 193, Remaining time = 14, Priority = 1 (jobs removed = 17, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 87, Start Time = 198, Remaining time = 0, Priority = 1 (jobs removed = 18, jobs in buffer = 99)
Producing: JOB ID = 117, Burst Time = 53, Remaining Time = 53, Priority = 7 (jobs produced = 118, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 90, Start Time = 201, Remaining time = 16, Priority = 1 (jobs removed = 18, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 93, Start Time = 205, Remaining time = 6, Priority = 1 (jobs removed = 18, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 98, Start Time = 214, Remaining time = 24, Priority = 1 (jobs removed = 18, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 29, Start Time = 218, Remaining time = 0, Priority = 1 (jobs removed = 19, jobs in buffer = 99)
Producing: JOB ID = 118, Burst Time = 73, Remaining Time = 73, Priority = 4 (jobs produced = 119, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 52, Start Time = 226, Remaining time = 22, Priority = 1 (jobs removed = 19, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 62, Start Time = 230, Remaining time = 38, Priority = 1 (jobs removed = 19, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 78, Start Time = 239, Remaining time = 0, Priority = 1 (jobs removed = 20, jobs in buffer = 99)
Producing: JOB ID = 119, Burst Time = 57, Remaining Time = 57, Priority = 1 (jobs produced = 120, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 90, Start Time = 243, Remaining time = 0, Priority = 1 (jobs removed = 21, jobs in buffer = 99)
Producing: JOB ID = 120, Burst Time = 81, Remaining Time = 81, Priority = 8 (jobs produced = 121, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 93, Start Time = 251, Remaining time = 0, Priority = 1 (jobs removed = 22, jobs in buffer = 99)
Producing: JOB ID = 121, Burst Time = 33, Remaining Time = 33, Priority = 3 (jobs produced = 122, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 98, Start Time = 253, Remaining time = 0, Priority = 1 (jobs removed = 23, jobs in buffer = 99)
Producing: JOB ID = 122, Burst Time = 68, Remaining Time = 68, Priority = 8 (jobs produced = 123, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 52, Start Time = 255, Remaining time = 0, Priority = 1 (jobs removed = 24, jobs in buffer = 99)
Producing: JOB ID = 123, Burst Time = 68, Remaining Time = 68, Priority = 2 (jobs produced = 124, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 62, Start Time = 257, Remaining time = 13, Priority = 1 (jobs removed = 24, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 119, Start Time = 259, Remaining time = 32, Priority = 1 (jobs removed = 24, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 62, Start Time = 277, Remaining time = 0, Priority = 1 (jobs removed = 25, jobs in buffer = 99)
Producing: JOB ID = 124, Burst Time = 45, Remaining Time = 45, Priority = 0 (jobs produced = 125, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 124, Start Time = 277, Remaining time = 0, Priority = 0 (jobs removed = 26, jobs in buffer = 99)
Producing: JOB ID = 125, Burst Time = 70, Remaining Time = 70, Priority = 1 (jobs produced = 126, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 119, Start Time = 282, Remaining time = 7, Priority = 1 (jobs removed = 26, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 125, Start Time = 284, Remaining time = 45, Priority = 1 (jobs removed = 26, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 119, Start Time = 290, Remaining time = 0, Priority = 1 (jobs removed = 27, jobs in buffer = 99)
Producing: JOB ID = 126, Burst Time = 14, Remaining Time = 14, Priority = 0 (jobs produced = 127, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 126, Start Time = 297, Remaining time = 0, Priority = 0 (jobs removed = 28, jobs in buffer = 99)
Producing: JOB ID = 127, Burst Time = 53, Remaining Time = 53, Priority = 5 (jobs produced = 128, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 125, Start Time = 307, Remaining time = 0, Priority = 1 (jobs removed = 29, jobs in buffer = 99)
Producing: JOB ID = 128, Burst Time = 22, Remaining Time = 22, Priority = 6 (jobs produced = 129, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 15, Start Time = 309, Remaining time = 8, Priority = 2 (jobs removed = 29, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 19, Start Time = 311, Remaining time = 0, Priority = 2 (jobs removed = 30, jobs in buffer = 99)
Producing: JOB ID = 129, Burst Time = 53, Remaining Time = 53, Priority = 6 (jobs produced = 130, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 47, Start Time = 322, Remaining time = 40, Priority = 2 (jobs removed = 30, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 53, Start Time = 325, Remaining time = 35, Priority = 2 (jobs removed = 30, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 54, Start Time = 334, Remaining time = 27, Priority = 2 (jobs removed = 30, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 115, Start Time = 347, Remaining time = 60, Priority = 2 (jobs removed = 30, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 123, Start Time = 350, Remaining time = 43, Priority = 2 (jobs removed = 30, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 15, Start Time = 352, Remaining time = 0, Priority = 2 (jobs removed = 31, jobs in buffer = 99)
Producing: JOB ID = 130, Burst Time = 70, Remaining Time = 70, Priority = 5 (jobs produced = 131, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 47, Start Time = 359, Remaining time = 15, Priority = 2 (jobs removed = 31, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 53, Start Time = 360, Remaining time = 10, Priority = 2 (jobs removed = 31, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 54, Start Time = 372, Remaining time = 2, Priority = 2 (jobs removed = 31, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 115, Start Time = 375, Remaining time = 35, Priority = 2 (jobs removed = 31, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 123, Start Time = 384, Remaining time = 18, Priority = 2 (jobs removed = 31, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 47, Start Time = 385, Remaining time = 0, Priority = 2 (jobs removed = 32, jobs in buffer = 99)
Producing: JOB ID = 131, Burst Time = 51, Remaining Time = 51, Priority = 6 (jobs produced = 132, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 53, Start Time = 397, Remaining time = 0, Priority = 2 (jobs removed = 33, jobs in buffer = 99)
Producing: JOB ID = 132, Burst Time = 61, Remaining Time = 61, Priority = 8 (jobs produced = 133, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 54, Start Time = 400, Remaining time = 0, Priority = 2 (jobs removed = 34, jobs in buffer = 99)
Thread 4 consuming: JOB ID = 115, Start Time = 400, Remaining time = 10, Priority = 2 (jobs removed = 34, jobs in buffer = 99)
Producing: JOB ID = 133, Burst Time = 60, Remaining Time = 60, Priority = 7 (jobs produced = 134, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 123, Start Time = 402, Remaining time = 0, Priority = 2 (jobs removed = 35, jobs in buffer = 99)
Producing: JOB ID = 134, Burst Time = 16, Remaining Time = 16, Priority = 4 (jobs produced = 135, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 115, Start Time = 407, Remaining time = 0, Priority = 2 (jobs removed = 36, jobs in buffer = 99)
Producing: JOB ID = 135, Burst Time = 64, Remaining Time = 64, Priority = 6 (jobs produced = 136, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 13, Start Time = 409, Remaining time = 20, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 20, Start Time = 417, Remaining time = 27, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 27, Start Time = 420, Remaining time = 38, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 66, Start Time = 425, Remaining time = 53, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 68, Start Time = 434, Remaining time = 52, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 3 consuming: JOB ID = 76, Start Time = 442, Remaining time = 27, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 1 consuming: JOB ID = 96, Start Time = 445, Remaining time = 6, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 4 consuming: JOB ID = 101, Start Time = 450, Remaining time = 19, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
Thread 2 consuming: JOB ID = 108, Start Time = 459, Remaining time = 50, Priority = 3 (jobs removed = 36, jobs in buffer = 100)
